name,steam_appid
Spot The Difference - PHOTO for TESLA and PC,2190070
Pages of Time: Prologue,2207540
One Drunken Knight,1400610
Siren Head: The Horror Experience,2209910
Twogether: Project Indigos Chapter 1,1977640
Station 117,2199570
Mad Geometry,1833620
Dysterra,1527890
Across-Stitch,2188220
Godbeast Mk.II,1536890
Social Credit Simulator,2207070
Draft Day Sports: Pro Basketball 2023,2198460
Cleopatra Fortune™ S-Tribute,1913690
Teahouse of the Gods,2186380
Idle Shapes,2182420
Boom 2020,2212660
The Shadow Over Route 80,2214840
Futtony y el Copón Mundial,2177450
Funeral,2157070
Ideal Nightmare,2091730
Aviator: Air Combat,2209610
Oylinder,2167880
5 Days,2205130
Levels,2203130
Kalzoon,2206690
Ruins of Istanbul,2189620
Sands of Slumber: The RPG,2174160
Blobek,2176670
RXC - Rally Cross Challenge,1394460
SKY TOMB,2109630
Moving Jigsaw Puzzles,2104850
CargoRun,2187690
Beers and Boomerangs,1588610
Sinner 97,2004370
Ship of Fools,1286580
Space Time,2208930
Mirages of Winter,1937510
Rawbots,2080950
Qublyne Dungeons,2202070
Gungrave G.O.R.E,1630110
Cambrian Dawn,2211500
Hunting Life VR: Dove Season,2202270
Rat Shoot,2143410
Jacob's Quest Anniversary Edition,1981700
Super Kick Off (Game Boy/Game Gear/Master System/Mega Drive/SNES),2198980
Cowboys & Zombies VR,2200590
Keep Sheep,2203140
Mad Adventures,1840660
Grapple Whip,2211120
The Winter Tower,2199230
DYNAMIC,2173740
Keep of the Witch,2162890
My Little Miniatures,2200390
Female Prison,2203720
Try to Fly,2058800
BLOCK SLIME CAVE,2212280
Digital Frida,2209580
Fallen Stars,2207160
Pair Of Stamps,2217440
Cat Dimension,1839780
Mini Arenas,2056320
Super Hamster Ball,2131920
Delivery Man,2181440
Theocracy,2195530
Interplayer,2209470
Disembowel,2015650
Martian Invaders,2182960
Starlight: Defence Command,1528470
Catbusters,1956180
LookForDanger,1589300
Counterspell,2211960
Unsolved Case,2084050
Swoon! Earth Escape,1673460
Outer Space: War Gears,1715040
Light & Shadow,2171920
The Mystery of William Moore,2007270
Legendary Heroes,2000490
HOSPICE Vol. 1,2211870
HookEscaper -High Speed 3D Action Game-,2188300
Cuana,2205270
Kemomi-chan's Journey ~Enlightened Girl and the Innocent Doll~,2097790
Rayna Survivors,2191140
Springblades,2222200
Temple Trashers,1984140
Boat Train,2191320
Robot-X,1923380
Way Of Vulcan,2146270
Tivick'ing! Chronicles,2135920
Jump The Gun,2025520
A Street Story,1848360
DreamCell: Lost in Nightmares,2101440
Alien Colosseum,1722580
Cyber Dungeon: Excalibur,1926670
The Swarm,2216180
Galactoids - Galactic Invaders,1901170
Valkie 64,2190590
Maid for Loving You,2176760
Boots Quest DX,2093950
Worlds of Nyx,2059350
Starfighter Renegade,1431890
ROD Multiplayer Car Driving,2004380
Antioch: Scarlet Bay,1919140
Under Observation,2130500
D.H.M.,2175110
Nightmare Inside,2209880
Festive Finds: Happy Holidays Calendar,2218630
Crypto Clicker,2092040
MIND CORRIDORS: Paroniria,2207520
Squid Fighter,2204360
Hologram,1848870
"Fight,to the last",1204330
İBLİS2:sorcery,2205460
Dwarven Mercenaries,2214050
Tennis Club Story,2054810
Shiny Ski Resort,2072170
Forest Camp Story,1983690
Robocoder - Dwarf Mountain,2212850
The last lover,2189580
Singularity Runner,2151710
A Slime In Time,2214940
Mining Factory,2210810
Sacred Ember,2157050
Zankinzoken,2060740
目盲/Blind,2130540
Clown Of Duty,2205190
RE Encryption,2181600
Volley Court,2175250
Repossession,2174940
Relaxing Lawnmower Simulator,2192890
Welme,2197540
Space Adventure,2178820
Medusa,2213600
In Nightmare,1817290
Soccer Story,1912380
Road Trip USA 2: West Collector's Edition,2162210
The Knight Witch,1872680
LIFTOPIA one more!,2216980
Die O'Clock,2081490
Survive Till Morning,2060320
Realm of Khaos,2154640
Azazel's Christmas Fable,2163620
Gaze Into Fate,2125800
The Spectator,2220330
Sleep,2219270
Pichi Girl,2214150
Tsubaki Hata,2214140
Twin Mind: Nobody's Here Collector's Edition,2215080
Last Knight,2208330
Operation: Forge the Deep,2053100
Ghost Guy,2213460
Cruise Control Mode On!,2148720
ISO,2202510
ShovelBear,2213730
Nash Racing: Pursuit,2197780
Mega Serval,2009720
Onefold Taxi Simulator,2218660
Dragon Fury,2020590
TypeOut,1802270
Rugby Union Team Manager 4,1880930
DO NOT OPEN,2061710
"Battle of Britain, Norway and Atlantic",2175000
Spin Quest: A Slot Adventure,2161900
Actua Ice Hockey 2,2152720
GrandTraveler,2218830
난중설화: The Tales of Imjin War,1963080
Super Liquid Soccer,1705130
Magnus Positive Phototaxis,2135970
One Last Time,2199760
推推炸(PushPushBoom),1932730
Refuge,2186490
Doughball Descent,2192220
Trash Panda: The Adventures of Ricky and Boxman,2154630
Shaper,2181840
Chinese Characters,2185470
Delivering Letters,2100470
Dr. Chatelet: Faith 神医,1924910
The Apocalypse,1299130
Ruler of the Waves 1916,2204430
"Warhammer 40,000: Darktide",1361210
Syndeo-Complex,1988930
Retro Gadgets,1730260
Botanical TD,2115720
Robox,2181790
Astronite,1489590
Vayan,1936940
FUCK HITLER,2157110
The Ugly Ducling,2216160
Bob's Journey,2173170
MopGarden's Veggie Cart,2213770
Orebody: Binder's Tale,2124210
Dead Man's Fault,903280
Missile Input,1871450
Froggo Swing 'n Grapple,1743930
Combat Troops VR,1817120
Mindworks: The Great Division,2211970
Another Farm Roguelike,2116850
22 Racing Series | RTS-Racing,422890
Necroffense,2158290
Strix STG,2207600
Elevator Action™ -Returns- S-Tribute,1913680
Lightspeed Dating,2096680
Polar Penguin Post,1934020
The Whispering Valley | La vallée qui murmure,1512390
Dwarven Skykeep,1076120
Winter,2216010
Otaku Engine,2002540
Missing Pictures: Tsai Ming-Liang,2177680
Missing Pictures : Naomi Kawase,2177730
Missing Pictures : Lee Myung Se,2177720
Missing Pictures : Catherine Hardwicke,2177710
Keepers of the Forest,2206970
Primal Roar - Jurassic Dinosaur Era,1983140
Cat N Can,2156150
I Am Jesus Christ: Prologue,1509650
Christmas Wonderland 13,2201170
Scandal Notes,1956310
GLOBE DRONE,2223920
Mike's Arcade,2161730
Curse of Eternity,1230000
Cheers!,2215300
Hook&Loop - The VELKRO Man,2093640
Super Planet Life,2177260
Salvation of the soul,2146440
Lost in Memory,2209370
Space Yugoslav 2D,2196320
Homerun Miko,2193920
Zombie Shooting Star: ARCADE,2210710
MareQuest,2184130
A2 Zygon,1910490
Joy Flight,2172630
Finding Fifi,2199450
StarTron,2138190
Cool People Club,1941340
Battle Billiards,2172090
俺が私に変わった日…～Becoming a She～,2154960
Ceaseless Night,2128310
Boba Simulator : Idle Shop Management,1847510
Ascend: Reborn,2113570
Paranoya,2011480
Project XLOWS - Keyboard Apocalypse TM,2105020
Defect Process,1136730
Samurai's Zenith: Shifting of the Guard,2163560
False Skies,1830040
Save Santa,2159040
Spike Match,1471850
Cuppy's,2195090
Gravity Maze,2133980
Derision,2218950
sunny-place-2,2191230
PostApo,2216510
Beat the Heat,2207610
VR Archeology: Secrets of Kulikovo Field,2209990
One Wheel Guy,2198740
Burnhouse Lane,1846460
Rocket Escape,2201680
3 Households,2217540
Saint Kotar: The Crawling Man,2186240
Wonderputt Forever,1766540
MODERN NAVAL COMBAT,1309780
Need for Speed™ Unbound,1846380
Late photographer 6,2215820
Marvel's Midnight Suns,368260
Spin Time,2100780
The Callisto Protocol™,1544020
Echo,751320
1 Rule Sudoku,2209310
Kiss the Demiurge,2098600
God Souls,1952440
Legend of Kendor,1274230
Motorcycle Racing VR,2086440
Pretty Girls 2048 Strike,2210630
Zako Slayer,2212650
New Joe & Mac - Caveman Ninja,1492320
To the earth,2167100
抵御者 Defender,2215780
UFOBIA,1927030
Vispo - The Video Spot the Difference game.,2186500
Ewephoria,1969260
DEV Bloodline,1376030
Super Kiwi 64,1949960
Long Drop,2011730
Bounty,2211750
Warlords Under Siege,2091500
Fantasy of War,2188890
Technophobia: Dead Metal Tournament,2157910
FREAKOUT,1334110
Professor Crackbrain - And the awakening of the weredog,1583080
十三月のふたり姫／The 13th month,1798750
Little Hearts,1616520
subROV : Underwater Discoveries,1648760
Eden's Last Sunrise,1865170
Raiders of Ruin,2208730
Slurpies FREE,2119160
Reeve,2167910
Tetris Christmas,2221260
Bridge Engineer,2205090
Basement of Hellish,2180310
B.I.G,2190130
1 Day Later: Escape Zombie Hospital,2218850
VR Pterosaur,2200240
NONOGRAM - GIRL's SWEETS II,2223000
VR Dinosaur Invasion,2200250
Missing Pictures : Abel Ferrara,2177700
30-50 Feral Hogs,2215590
Tree of Mu,1680620
Embracing Darkness,2220450
GOR3,2021530
End State,580640
Speluncaphobia,2215330
Falsepine,2214250
Astra Protocol 2,2026750
Neckbreak,992730
Earl's Minecart Adventures,776270
I commissioned some bees (advent),2220350
Oxyjet,2057220
My Universe - My Baby Dragon,2172600
A Path to Light,2062750
Romancing SaGa -Minstrel Song- Remastered,1793030
Awaken,2209660
Doki Doki House,1895950
International Basketball Manager 23,2098130
Moonshine Inc.,1066760
REAL MAN GOT 100,2205640
Memory Lost: Chapter One,2129490
Once Upon A Siege,2154950
Grave-Queen,2142820
Helicopter Gunship DEX,2012140
strategy battles​,2160090
Seaberry Holiday,2208060
IXION,1113120
Tiles and Towers TD,1940140
Robbie's Tale,2226080
Ginnung,2125270
My Life: Riding Stables 3,1962150
Rimward Basilisk,2226780
Clutter's Greatest Hits - Collector's Edition,2153050
Togges,1550270
Zombie Cure Lab,1620290
The Rumble Fish 2,2059960
Catgirls From My Sweet Dream,1949000
Super Geisha Neon,2075390
Hubris,1265800
My Desktop Girlfriend,2186530
LOCOSOCCER 2,2173530
颈椎拯救者 Neck savior,2219960
Football Club Management 2023,2185930
Chunkers,1574420
Neo Shock,2225890
Crab Digger,2226990
Unsolved Case: Fatal Clue Collector's Edition,2228400
DFL2,2227340
Space Moonshiner,2211790
The Black Knight,2226440
The Molfar: Call of Heart,2226100
The Gametrekking Omnibus,838070
Touhou: Fading Illusion,2132480
WordSpiral,2211150
black idea | فكره سوداء,2225060
Steel Seraph,1052390
Nilspace,1598540
PinCOL,2213650
Cafe Owner Simulator,1498140
Fairy Card Rogue,2183210
Loot Box Waifus,2089080
自由人生模拟 Free Life Simulation,2210590
Path of Ra,1766000
Chronos Builder,2006470
KABENAGURI,2196270
ENGLISH A-GAME,2117520
Jeeps Offroad Simulator,2148750
Odin's Tea Party,2196110
Mystery Solitaire. Dreamcatcher 3,2180580
Voyna,1925770
Floppy Disks from Hell,2131080
Twistingo: Bird Paradise Collector's Edition,2223380
IPO TOWER,2175400
Forever Someday,1085790
The Backrooms Multiplayer,2160420
Goonya Monster,1662080
monsterLabShooter,2226500
Potions!,1876530
Against All Odds,2016470
Once in Yaissor 3,2063370
Nature,1652970
Massi,2179450
Skeleton Runner,2223470
Spire of Glory,2220810
SURRENDER,2212250
Moth Lake: A Horror Story,2077720
BLANK SPACE,1836390
Into the Nightmare,1551560
Space Haste 2,2226940
SIC-1,2124440
Pirates - Digital Strategy Game,1947990
List: Game of Candles,2213850
Fairground Power Polyp Simulator,1738670
Star Devil,2082900
Sonucido: The Mage - A Dungeon Crawler by Daniel da Silva,1535240
Krampus Kills,1844650
Wintersdawn in the Deep,2197130
Dwarf's Adventure,2095430
Beach Invasion 1944,2209680
From the Ashes,2188500
CRAP,2162220
The Last Job,2185920
Wolfteam: Reboot,2170050
Defenders of Tetsoidea: Chrono Chonus,2113590
Gastova: The Witches of Arkana,1222540
Party Words,1992530
Kingdom Under Fire: A War of Heroes (GOLD Edition),2183600
My Loving Wife,2129970
Mirror Forge,1807200
Assassin's Creed Valhalla,2208920
Kainga: Seeds of Civilization,1269710
Knights of Honor II: Sovereign,736820
Hello Neighbor 2,1321680
Space Shells,2005240
The Heart of the Teddy Bear,2186780
The Princess of the Tower Wants a Hero,2209190
AMBER Battle Royale,2189890
Gunlocked,1512480
My Heart Your Soul,2199440
Kynseed,758870
Dwarf Fortress,975370
Angels of Amsterdam,2133100
Survive and Revenge,2213930
Black Cycle,2178550
Final Upgrade,919260
Dig Down,2227500
Impaler Gold,1573090
Robot Programmer,2158190
N₂O,2200560
Divine Knockout (DKO),1294660
多比大冒险(Doobi's Adventure),2193870
The last door,2227840
The eagle keita,2226840
PIEN & PAON plus,2224790
SANONTA - Finnish Proverb Game,1988320
Princess Dating Sim,2183080
Robbie,2166750
"Die, A.I.",1771400
Maurice: In The Predator's Nest,2069900
For Goodness Sake,2218090
Hank's Quest for Soup,2203890
Slaughter Horse 2,2076260
Cosmo Blaster,2224780
Conquer: Napoleonic Wars,2162610
Bubbbles,2130170
Sakura Gym Girls: Prologue,2018930
Mage Guard: The Last Grimoire,577570
A Plague Tale Bundle,
The Future Ends,2213880
Swordship,1804270
NecroBouncer,1786830
Professor of Magical Studies,1766340
Oak Adventure The Maze,2221760
Infected Friend,2136300
Dance Assembly,1639180
Chained Echoes,1229240
N.O.M.A.D. (CPC/Spectrum),2213260
Sir Questionnaire,2124790
Dance Fight,2229380
Veggies War,2091280
Twilight Of The Gods,2145000
Extinction / Zombie İnvasion 1,2221540
Inu's Adventure,1873820
SAMURAI MAIDEN,1952250
SAMURAI MAIDEN,
Thunderbolt Poker,2218370
Desktop Basketball,2134430
Our Winter Sports,2134440
The Year of the Carrot,2220390
Auto Chess,1530300
Molytropia: Cloud in Shape of Hurt,2163450
Christmas Blaster,2120240
MUST FLEE,2149940
Orbit,2196210
Spinout Drifter,2163430
Monster Mystery,2097160
Princess Ruby,2195050
Krystals with A K,1967920
Lost Beyond,2101410
Surrealidade - Definitive Edition,2198650
Dissolved - Chapter One,2226960
Halcyon,2188380
Inner Abyss,2205870
Solar Ash,1867530
Hell Runner,2213450
The Maze: Humanity,1339110
Mystery Case Files: The Last Resort Collector's Edition,2222670
Crossfire: Legion,1072190
JellyCar Worlds,1740930
Listeria Wars,1183010
Kargo,1837400
My Coworker is an Idiot,2131350
The Forest Quartet,1620720
World Racing 2 - Champion Edition,1301010
ExtremeRetroArena,776880
A Most Extraordinary Gnome,2089710
Primasia (Chapter One),1833930
Turbo Sloths,1443630
Portal with RTX,2012840
SOCCER BOARD,2219020
Grey Heritage: Faded Vision,1772310
Basic Platformer,2127330
The Googol Clicker,2155480
Hunted: Kalevala,2203710
Ocean Is Home : Island Life Simulator,2190390
Hypersense,2160030
Jump Dash Soar,2225080
Ghost Bus Simulator,2161600
Pixel Petkeeper,1929720
Bebop,2208720
Locked in my Darkness,2095140
Magic Exposure – Yuri Visual Novel,1599700
Rotatex 3,1283550
Sheep in Dreams,1973730
Afterglitch,594030
In The Backrooms,2217840
Fingerbang: All Bullets Pointin',2200380
Osminog Adventures - The Lost Island,2183660
VataZombie,2221740
Pueblo,2219910
Kevin's Path to Wizdom,1275600
Game of Dragons,391400
VR Dinosaur Hunter,2210750
Plank Road,1960570
Crawl Tactics,1290750
Look for connecting stars,2214860
Ragnarök TD,2205380
Voor De Kroon,1702390
STALCRAFT: X,1818450
Geometric Hell,2208940
Incursion: Reforged,1848080
Slay The Zone,2117960
Super Beast Hunt,2207670
Resist,1914750
Cow Girl 2,2199360
Petite Adventure,2120910
7 Days Of Rose,1797380
AstroDrop,2227700
Christmas Stories: Taxi of Miracles Collector's Edition,2236230
Ricky's Rockin' Arcade,2219830
Chrono Survival,1897740
No Time For Caution,2085910
University Love Affair,2209670
Lazerball,1888270
Arcadie: Second-Born,2196980
Grombiez save souls,2224510
Rampage Ball 2048,2068220
Hell Dungeons - The Lost Soul,1763540
Lost Lands: Sand Captivity Collector's Edition,2098090
Choo-Choo Charles,1766740
INCUR Survival,2179360
A Christmas Yarn,2219160
Worldest D izzy Game,2147410
Keystone Library,2183340
Lie of Caelum,2182840
抛投大乱斗！（Throwing master）,2186350
Ecosphere - Prologue,2218720
Super Asqr,1968500
Maptroid: Worlds,1655960
Alchemy Garden,935400
Chop Goblins,1935660
What A Ball,2197830
Wavetale,1823930
PROJECT: PLAYTIME,1961460
Wrapped With a Kiss,2182130
PYRMD,1764820
House of Ghosts,2207980
Fiend Heart,2201260
Blood Wizard Odyssey,2222970
Rootless: Memories Of Green - Chapter 1,2200790
Ok I Pull Up,2200470
2 Many Pixels,2230040
MannyTD,2225730
Cannon Jump,1239800
Sweet Solitaire. School Witch 3,1950650
Dungeon King,2202360
Crossword World Puzzle,2176180
Football Coach: College Dynasty,2151290
Head Basketball,2210620
Patagon,1369510
Simulators2023,2208990
WHERE IS A TOILET!?,2226110
骑士与工匠 Knights and Craftsmen,2171350
INCARNAGE,2073280
Scavenia Survivors,2209130
Distributor Simulator,2201130
FaceWorld Pro,2068140
Àrengard-Invasion,2217590
Claybreaker - VR Clay Shooting,657450
Listen Me,2173810
Exalted Seracthon,2232040
Survive The Forest,2150740
Prehistoric Warcraft,2198280
Winfray,2228320
Sushi Clicker,2230590
World War 3,674020
Eternal War,1584320
Slime Evolution,2214010
The Scarlet Demonslayer,2123140
Wyoming Winter,2214170
The Awakening Program,2222710
Deltazone Reloaded,2127310
Planet Breakout 2,2192730
Yōkaimaki,2207010
Crazy City Driving,2222170
Out of the ground,2202900
Find the Gnome 2,1855160
Dungeon: Faster & Deadlier,1907140
Nemesis Island,2175120
Artist Life Simulator,1643180
WUFO,2069090
Roller Champions™,2211280
Liber Prologue,2163190
Martin and the Magic Staff,1596010
The Elevator Game with Catgirls,1603500
Potion Craft: Alchemist Simulator,1210320
CRISIS CORE –FINAL FANTASY VII– REUNION,1608070
A Midnight Village Story,1395480
Tower! Simulator 3,2176130
Master of Magic,1623070
Athena Code,2226090
13 Candles,2200420
Actua Golf,2183800
Color Invader VR,2220750
High On Life,1583230
Fabric Of Reality,2166710
Monster Stalker: Prologue,1936710
Prime of Flames,1937750
Aka,1591450
Virtual AI - Aki & Mika,2094300
Vampiric Tower Remix,2227690
Fright Knight Legend,2140180
Baker Business 3,2196120
Lil Gator Game,1586800
Blood Bay: Card History,1851690
Sleep Paralysis: The Uncanny Valley,1941310
Animal Survivors,2224660
Snowtopia: Ski Resort Builder,1124260
Akai Katana Shin,2076220
Scary pictures: Yavez - seven deadly sins,2230790
Aquarium Travels,1633160
Garden Galaxy,1970460
Hapland Trilogy,1458090
The Curse of Eclipse,2222420
memory® – The Original Matching Game from Ravensburger,2073750
Teresa Moontyners - In the lair of the beast,2178800
Buriedbornes - Dungeon RPG,2153310
PEP,2164080
Fastraq,2178650
Ninja VS Zombies,2228960
Alphadia Neo,2184490
Make It In Time,2002280
Rage Night,1930340
GrandStrategy,2204540
PowerBots Builders,814880
EvoMon,1970820
Last Meow Standing,1986470
Let Chat Guess,2102200
Noun Town: VR Language Learning,1643100
Instinct War - Card Game,1627330
Immortals Fenyx Rising,2221920
Poly Shooter,2224900
Faraway: Jungle Escape,1747680
Absolution’s Apple,2109870
Tales From The Burning Sea,2101620
A Wholesome Game About Farming,1892850
Melatonin,1585220
Cassiodora,1708550
Last Shape Standing,1692400
Bots Are Stupid,1578160
Ooglians,2162070
Jewel Match Winter Wonderland 2 Collector's Edition,2215220
Xmas Apocalypse,2197050
FastRogue,2118550
Scholar of the Arcane Arts,1650200
The Crackpet Show,1390700
TUMBLE,2234310
Not A Thief Simulator,2233720
SokoFrog,2165740
Splatter,1768920
Death Below,1993120
Chicken Invaders Universe,1510460
Eggcelerate! to the North Pole,2216320
Choice of the Viking,1975530
Sperma,2218980
Motherboard Under Attack,2165560
mummification,2233590
Anubis Clicker,2225030
Tanks Battle,2235760
BLACKTAIL,1532690
MineSweeper Tetris,2204230
My Life: Pet Vet,1962100
LONGEYED PROJ,2175800
Down Fast VR,1956860
Defensive War -SEALED GOLEM-,1817720
UNRUSH,2182200
Quinidiom,2173980
Where The Stars Brought Us,1968400
River City Girls 2,1920480
AOI,2212390
