description,developer,early_access,game_id,orig_price,percent_pos,price,publisher,release_date,tag_list,title,total_reviews,vr_only,vr_pcinput,vr_supported
"In 2020, The origin of time, life, and civilization lurks inside a deep cosmic shaft known as the ""Space Hole."" Various beings explore the holes, and inside find commonalities in the systems and games. You gotta go in the Space Hole!",Sam Atlas,False,1393310,,86,$1.99 USD,Sam Atlas,"15 Nov, 2020","Experimental,3D Platformer,Colorful,Surreal,Mystery,Stylized,Atmospheric,Sci-fi,3D,Psychological,Futuristic,Indie,Adventure,Physics,Procedural Generation,Tutorial,Singleplayer,Psychedelic,Platformer,Puzzle",Space Hole 2020,15,False,,False
A Game Boy style videogame that tell us the story of a blue penguin that got lost in the sea after the attack of a pirate ship.,Dog Biscuit Studios,False,1456340,,N/A,$6.99 USD,Dog Biscuit Studios,"15 Nov, 2020","Fishing,Platformer,Adventure,2D,Pixel Graphics,Family Friendly,Pirates,Comedy,Retro,Indie,Inventory Management,Singleplayer",Pocket Penguin DX ( ポケットペンギン): A Retro Style Adventure,5,False,,False
"You are the Dungeon Master. Manage the dungeon, direct the monsters and fight off intruders who try to destroy the dungeon core!",Amagumo Horn,True,1376340,,N/A,$11.99 USD,Amagumo Horn,"15 Nov, 2020","Early Access,Strategy,Simulation,Tower Defense,Singleplayer,Fantasy,Sandbox,2D,Cute,Colorful,Lemmings,Cartoon,Underground,War,Tactical,Destruction,Nature,Magic,Real Time Tactics,Wargame",This is My Dungeon,8,False,,False
Solve difficult question in this trivia project in 7 different stages and 7 different categories,Ruskija Game Experience,False,1446690,,N/A,$0.99 USD,Ruskija Game Experience,"16 Nov, 2020","Casual,Puzzle,Management,Indie,Education,2D,Point & Click,Minimalist,Linear,Moddable,Tutorial,Text-Based,Singleplayer,Word Game,Science",Super Ultimatum Quiz,5,False,,False
"""The Ultimate in Tennis Simulation!"" (In 1994, anyway!) Become one of the greatest tennis players in the world. In Paris, London or New York. You will play a series of gruelling matches in front of thousands of cheering supporters. Who knows you could win this year’s grand slam!",Infogrames Europe SA,False,1454720,,N/A,$2.99 USD,Infogrames Europe SA,"1 Jun, 1994","Sports,Tennis,Simulation,Retro,Tutorial,2.5D,Arcade,Third Person,Local Multiplayer,Singleplayer",International Tennis Open,3,False,,False
Playing as a master and taking over a wulin-family in the end of the Ming Dynasty. You can: Build your family; Acquired the Wuxue-Arts; Recruit disciples; Make different choices in different events; Improve the master's skills after each game time;,趣源工作室,False,1366760,,46,$4.99 USD,趣源工作室,"16 Nov, 2020","Life Sim,Base Building,Management,Strategy,Cold War,Simulation,Swordplay,Building,Martial Arts,Tabletop,Character Customization,Historical,Pixel Graphics,Minimalist,Singleplayer",The Last Wulin,13,False,,False
"Include all kinds of simulation game play, you want to play the type is not not not, but has not been launched.",Deeber,False,1458550,,N/A,$1.99 USD,Deeber,"20 Nov, 2020","Simulation,Indie,Adventure,Singleplayer,First-Person,Physics,Sandbox,Realistic,Walking Simulator,Puzzle,Zombies,Multiplayer",Simulators2021,3,False,,False
"Go on an audio journey by mixing soundscape and music in a very simple way! Delivered in Binaural, Stereo and in High Quality Audio!",Flavien Collet,False,1457130,,N/A,$9.99 USD,Flavien Collet,"16 Nov, 2020","Audio Production,Experimental,Atmospheric,Nonlinear,Nature,Isometric,Choose Your Own Adventure,Indie,Singleplayer",Forgotten Soundscape,4,False,,False
"It is the best and only simulator in the form of a game with colors. In the game you play with colors, either on time limit, or just for fun.",ToradySoft,False,1408380,,N/A,$0.99 USD,ToradySoft,"16 Nov, 2020","Simulation,Casual,Singleplayer,Puzzle,Clicker,Investigation,Education,3D,Realistic,Colorful,Indie,First-Person,Nonlinear,Score Attack",RGB Simulator,2,False,,False
Play as a Shrimp and complete a ritual that had been abandoned in a world of abstract darkness. S H R i M P is a third person platformer based in a terrifying world with entities delivering a thrill you'll never forget.,Seniattus Studios,False,1391740,,86,$5.79 USD,Seniattus Studios,"16 Nov, 2020","Singleplayer,Third Person,Abstract,Horror,Dark,Linear,Thriller,PvE,3D Platformer,Platformer,Indie,Violent,Experimental,Character Customization,Adventure",S H R i M P,29,False,,False
"A twenty-dollar bill, four summers, fifteen years, and a one of a kind life. Create an experience that’s all your own in this near-fully customizable visual novel where you grow from childhood to adulthood with the lonely boy next door.",GB Patch Games,False,1129190,,96,Free To Play,GB Patch Games,"16 Nov, 2020","Visual Novel,Romance,LGBTQ+,Character Customization,Dating Sim,Choices Matter,Free to Play,Choose Your Own Adventure,Cute,Relaxing,Multiple Endings,Otome,Interactive Fiction,Replay Value,Singleplayer,Indie,Casual,Funny,Drama,Comedy",Our Life: Beginnings & Always,11791,False,,False
"How many fishes your rhythm can catch? Help the fisherman (or in this case, cat) to enchant the fishes as he performs beautiful songs inspired by classic Japanese melodies.",IndigoWare,False,1460970,,N/A,$0.89 USD,IndigoWare,"10 Nov, 2020","Casual,Rhythm,2D,Anime,Colorful,Pixel Graphics,Atmospheric,Cats,Family Friendly,Indie,Relaxing,Retro,Fishing,Singleplayer",Fish and Groove,3,False,,False
"Imagine that every time you fall asleep, a new adventure awaits you...",ZemunBRE,False,1320110,$0.89,N/A,$0.44 USD,ZemunBRE,"11 Nov, 2020","Casual,Indie,Puzzle,Adventure,RPG,Singleplayer,Simulation,Arcade,JRPG,2D,Anime,Pixel Graphics,Text-Based,Fantasy,Linear,Turn-Based Combat,RPGMaker",The Adventurer - Episode 2: New Dreams,2,False,,False
"Crazy Mafioso is a addicting multi-level survival game. Don`t let yourself be killed! Upgrade your barricades, weapons and gun power. Kill and earn game money.",Rabotiagi games,False,1444890,,93,$2.99 USD,Rabotiagi games,"16 Nov, 2020","Casual,Action,Tower Defense,Point & Click,Shooter,2D Fighter,Hero Shooter,Side Scroller,Wargame,Arena Shooter,2D,Hand-drawn,Stylized,Survival,Atmospheric,Gambling,War,Crime,Relaxing,Emotional",Crazy Mafioso,16,False,,False
Learn what it means to be a hero in this classically inspired JRPG! Help Cecilia Grey follow in her father's footsteps to become a respected adventurer.,Ryan Su Games,True,1191570,,N/A,$9.99 USD,Ryan Su Games,"16 Nov, 2020","Early Access,JRPG,Hack and Slash,Roguelite,Casual,Character Action Game,Party-Based RPG,Action RPG,Arcade,RPG,2D,Top-Down,Procedural Generation,Deckbuilding,Action,Anime,Pixel Graphics,Fantasy,Magic,Adventure",Hero Soul: I want to be a Hero!,0,False,,False
"Will the secrets of your missing grandfather be finally discovered? Who is your friend, and who should you avoid? What is the mysterious Book of Knowledge? Do you really know who you are and what is your destination?",Forestlight Games,False,898490,,50,Try before release,Forestlight Games,"16 Nov, 2020","Exploration,Hidden Object,Education,Puzzle,Difficult,Point & Click,2.5D,Detective,Relaxing,Funny,Story Rich,Casual,Colorful,Family Friendly,Logic,Atmospheric,Adventure,Cartoon,Retro,Singleplayer",Dorian Morris Adventure,16,False,,False
Off The Chains is a lighthearted Disc Golf simulation you can play with friends! Unlock new discs with unique stats and customize your own collection. Enjoy a casual game or challenge others to a match.,Dream Nerdy,False,1372700,,58,$14.99 USD,Dream Nerdy,"12 Nov, 2020","Sports,VR,Casual,Golf,Physics,Multiplayer,PvP,eSports,Singleplayer,Nature,Robots,Immersive Sim,Simulation,Relaxing,Realistic,Inventory Management,Family Friendly,First-Person,3D,Indie",Off The Chains Disc Golf,29,True,,False
"In No Place for the Dissident you'll have to spread a new ideology to dominate the world. Whatever means are necessary. Adopt new politics from the ideology tree, manage each country, and compete with other players. Watch closely the consequences of your acts when the game is over.",David M.,False,1402580,,57,$3.99 USD,David M.,"12 Nov, 2020","Political Sim,Dystopian,Outbreak Sim,Political,Politics,Strategy,Simulation,Economy,Management,RTS,War,PvP,Lore-Rich,Story Rich,Choices Matter,Historical,Philosophical,Alternate History,Psychological Horror,Indie",No Place for the Dissident,21,False,,False
Your name is Elmo. You have a kangaroo. Your kangaroo is missing. GET... IT... BACK!,Sisusieni,False,1457070,,N/A,$0.99 USD,Sisusieni,"12 Nov, 2020","2D Platformer,Supernatural,Demons,Shooter,Indie,Action,Psychedelic,Strategy,Surreal,Pixel Graphics,Psychological Horror,2D,Bullet Hell,Linear,Singleplayer,Short",Elmo's Kangaroo of the damned: PUNISHMENT EDITION,9,False,,False
"Build and defend your base using your flying saucer to gather resources. Utilize your workers, research new technology, and rare equipment to improve your capabilities and keep your base stocked with treasures.",Galactic Spire,True,1284360,,N/A,$9.99 USD,Galactic Spire,"12 Nov, 2020","Strategy,Action,Indie,Casual,Simulation,Early Access,Gore,Violent,Tower Defense",Alien Harvest Leader,0,False,,False
"Abstractanks is an action-packed real-time-strategy game with an abstract theme. Play intense skirmishes with up to sixteen teams, where map-control, positioning, decision-making, speed and a little bit of luck are rewarded.",Marius Elvert,False,1390970,,N/A,$6.99 USD,Marius Elvert,"12 Nov, 2020","RTS,Strategy,Action,Abstract,Tanks,Minimalist,Split Screen,3D,Multiplayer,Stylized,Top-Down,Military,War,Artificial Intelligence,Procedural Generation,Co-op,Singleplayer,Local Co-Op,Local Multiplayer,PvP",Abstractanks,4,False,,False
"Be a special kind of hero. This 16 bit style Fantasy Rougelike Strategy RPG has a team of heroes defeat creatures that torment the minds of people whose minds are wired differently. Enjoy a Strategy RPG battle system that is intuitive, yet unique to the genre itself.",Considra Games,False,1447260,,N/A,$4.99 USD,Considra Games,"12 Nov, 2020","Turn-Based Tactics,RPG,Strategy,Mystery Dungeon,Roguelite,Turn-Based Strategy,Roguelike,Pixel Graphics,Indie,Fantasy,Old School,Grid-Based Movement,Resource Management,Singleplayer",Mystical Echoes,0,False,,False
"You are a guy with a backpack, just try to stay alive!",SC Jogos,False,450860,,67,$4.40 USD,SC Jogos,"5 May, 2017","Survival,Open World,Crafting,Open World Survival Craft,Building,Sandbox,Resource Management,Post-apocalyptic,First-Person,FPS,Aliens,Zombies,Indie,Action,Adventure,Casual,Singleplayer,Simulation,Racing,Driving",Andarilho,1108,False,,False
Juice cans hit each other! ?? A powerful and high-speed 3D action game that decides the best drink in the world!,nekogameteacher,True,1460750,,81,$22.95 USD,nekogameteacher,"13 Nov, 2020","Action,Early Access,Indie,Fighting,Funny,3D Fighter,PvP,eSports,Stylized,Comedy,Singleplayer,Multiplayer,Co-op",SUPER DRINK BROS.,258,False,,False
"In Anime Studio Tycoon you replay the history of the anime industry. Witness rise of Otaku culture to end cell shading. Start your own company, your decisions will make or break your studio. Create bestselling anime and ascend to greatness in the anime industry.",True Seria,False,1217340,,48,$9.99 USD,True Seria,"12 Nov, 2020","Strategy,Indie,Casual,Simulation,Anime,Management,Sandbox,Singleplayer,Economy,Addictive,Difficult,Funny,3D,Isometric",Anime Studio Tycoon,29,False,,False
"Broken Memories is a first-person horror adventure game based on a person's story where he travels to another world in search of his dead wife's memories. you need to escape from the evil souls in order to survive. Moreover, few puzzles are added to the game, making gameplay more varied.",LEGION GAMES,False,1446840,,N/A,$0.99 USD,LEGION GAMES,"12 Nov, 2020","Psychological Horror,Action,Horror,Survival Horror,Survival,Puzzle,Singleplayer,Zombies,FPS,Indie,Adventure,Demons,Magic,Mystery",Broken Memories,3,False,,False
"Players in the game as a beautiful masseuse, running a massage shop. Daily reception of all kinds of city beauty, for their feet and legs massage. Relieve their stress and fulfill self little hobbies.",MAGame,False,1457540,,42,$4.99 USD,MAGame,"12 Nov, 2020","Sexual Content,Nudity,Simulation,Mature,Indie,RPG,3D,Modern,Singleplayer,Third Person",Beautiful Masseuse,33,False,,False
"An indie Arcade Game mixing Rythm Game and Endless Runner, based on techno music with procedural generation. How fast can you go? How high can you score? Find out now!",Corentin Cournac,False,1454930,,N/A,$3.99 USD,Corentin Cournac,"12 Nov, 2020","Casual,Runner,Rhythm,Arcade,Indie,Asynchronous Multiplayer,2D,Procedural Generation,Minimalist,Score Attack,Psychedelic,Singleplayer,Electronic Music",TechnoRunner,1,False,,False
"Explore the worlds of your favorite TV shows, fight their famous villains and retrieve nuclear batteries to escape the Landflix Odyssey!",Fantastico Studio,False,794850,,72,$14.99 USD,Fantastico Studio,"13 Nov, 2020","Action,Indie,Adventure,Parody,Platformer,Side Scroller,1980s,Crowdfunded,Narration,Action-Adventure,Feature Film,Character Action Game,Pixel Graphics,Arcade,2D Platformer,Precision Platformer,Colorful,Comedy,Funny,Fantasy",Landflix Odyssey,11,False,,False
"Adonis is a stylized, open world action game that focuses on third person combat & platforming!",Lorenzo Entertainment,True,785830,,91,$14.99 USD,Lorenzo Entertainment,"13 Nov, 2020","Experimental,Open World,Action,RPG,Adventure,Indie,Early Access,Exploration,Abstract,Colorful,Stylized,Third Person,Medieval,3D Platformer,3D,Combat,Singleplayer,Massively Multiplayer,MMORPG",ADONIS,12,False,,False
"You are a little bird that flies smoothly through thoughts, fears, and memories of an unknown person. ​Experience the feeling of flying, immerse into beautiful and atmospheric landscapes, and enjoy the unique storytelling of the game while getting attached to the lovely main character.",EpiXR Games UG,False,1424790,,82,$14.99 USD,EpiXR Games UG,"13 Nov, 2020","Action,Adventure,Casual,Flight,Simulation,Action-Adventure,Arcade,Atmospheric,3D,Exploration,Colorful,Third Person,Narration,Story Rich,Singleplayer,Relaxing,Surreal,First-Person,Indie",Aery - Broken Memories,35,False,,False
"One day, your life changed completely – going to sleep has become something you dread. You get a horrible nightmare every time. The only way to stop them is to find an exit out of each. 17 unique horror dreams and terrifying experiences are waiting for you. Dreams have no limits...",Imperian Online - Hradec,False,1441210,,N/A,$0.89 USD,Imperian Online - Hradec,"13 Nov, 2020","Action,VR,Horror,FPS,Psychological Horror,Casual,Atmospheric,Immersive Sim,Character Action Game,Experimental,Sandbox,Shooter,On-Rails Shooter,Survival Horror,3D,First-Person,Asymmetric VR,Drama,Fantasy,Thriller",Beat the Nightmare – Evil Dreams Simulator VR,5,True,,False
"Racing game where you will be able to drive on mini tracks full of leaps and obstacles with many vehicle models to choose from. In addition to desktop mode, you can play VR mode too.",RIQPLAY,False,808880,,75,$4.99 USD,RIQPLAY,"13 Nov, 2020","Racing,Driving,Indie,Casual,VR,Experimental,Multiplayer,Tabletop,Arcade,3D,First-Person,Top-Down,Combat Racing,Third Person,Sci-fi,Fantasy,Offroad,PvP,Singleplayer,Minigames",MiniTracks,28,False,,True
